source,target,migration_1995_total,migration_1995_male,migration_1995_female,migration_2000_total,migration_2000_male,migration_2000_female,migration_2005_total,migration_2005_male,migration_2005_female,migration_2010_total,migration_2010_male,migration_2010_female,migration_2015_total,migration_2015_male,migration_2015_female
94,145,59,20,39,66,21,45,76,30,46,67,23,44,73,32,41
94,200,65,30,35,67,31,36,43,6,37,84,16,68,83,52,31
94,7,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0
94,14,3,0,3,3,1,2,14,13,1,13,13,0,3,2,1
94,38,14,8,6,14,8,6,451,124,327,450,124,326,21,10,11
94,62,48,19,29,48,20,28,62,35,27,65,37,28,22,10,12
94,105,8,4,4,8,4,4,4,1,3,5,2,3,4,2,2
94,164,11,6,5,14,7,7,122,58,64,164,79,85,234,108,126
94,20,1336,619,717,1336,620,716,939,459,480,938,459,479,1183,569,614
94,50,367,151,216,753,301,452,1033,465,568,1904,823,1081,155,55,100
94,65,3124,1455,1669,3125,1456,1669,837,289,548,836,288,548,478,204,274
94,88,740,502,238,739,501,238,999,643,356,998,643,355,1095,558,537
94,133,1041,335,706,1172,399,773,2499,1279,1220,3278,1631,1647,5047,3053,1994
94,148,632,346,286,544,233,311,728,349,379,789,409,380,905,473,432
94,157,77,39,38,123,57,66,196,95,101,246,127,119,224,105,119
94,8,3,2,1,1,1,0,36,16,20,37,17,20,0,0,0
94,24,16,8,8,19,10,9,7,4,3,6,3,3,33,17,16
94,28,72,52,20,72,51,21,25,15,10,24,15,9,26,16,10
94,42,16,3,13,17,4,13,44,5,39,44,4,40,94,30,64
94,46,11,8,3,10,7,3,5,1,4,46,28,18,23,13,10
94,63,19,8,11,19,9,10,35,18,17,93,39,54,146,64,82
94,160,15,7,8,18,7,11,21,8,13,11,5,6,12,5,7
94,225,68,40,28,60,35,25,22,6,16,19,5,14,4,1,3
94,37,1091,521,570,1169,559,610,781,387,394,1096,546,550,745,360,385
94,220,83041,36218,46823,90888,39930,50958,90046,39919,50127,94617,36578,58039,63130,25938,37192
94,11,22,3,19,16,1,15,60,60,0,50,30,20,64,37,27
94,68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95,64,17,12,5,8,7,1,19,12,7,9,1,8,29,3,26
95,118,53,29,24,48,23,25,53,39,14,26,16,10,38,19,19
95,136,0,0,0,0,0,0,4,3,1,5,2,3,1,1,0
95,161,53,43,10,69,55,14,53,42,11,62,48,14,4,3,1
95,55,36,12,24,35,12,23,73,27,46,138,55,83,16,8,8
95,103,323,36,287,639,354,285,1659,825,834,1494,766,728,380,135,245
95,107,339,150,189,338,151,187,316,207,109,294,184,110,703,434,269
95,115,154,59,95,153,59,94,70,20,50,70,19,51,29,7,22
95,211,178,72,106,181,74,107,16,1,15,15,0,15,15,4,11
95,18,48,8,40,47,8,39,13,5,8,14,5,9,15,5,10
95,31,52,19,33,52,19,33,80,34,46,69,29,40,43,29,14
95,56,764,418,346,763,418,345,1055,548,507,1220,591,629,374,206,168
95,162,276,134,142,236,113,123,69,23,46,53,37,16,50,14,36
95,167,226,100,126,152,67,85,94,27,67,47,34,13,19,13,6
95,169,1798,397,1401,2204,883,1321,550,99,451,568,410,158,727,287,440
95,170,504,434,70,367,96,271,838,517,321,1202,696,506,316,117,199
95,187,1717,826,891,3838,1693,2145,1403,717,686,1593,793,800,2976,1614,1362
95,59,216,100,116,215,99,116,558,243,315,558,244,314,1213,587,626
95,68,20,10,10,20,11,9,12,3,9,11,2,9,7,3,4
95,73,90,66,24,90,67,23,451,229,222,450,228,222,1032,492,540
95,96,14,6,8,14,6,8,47,31,16,47,31,16,33,5,28
95,101,739,349,390,1238,625,613,3401,2064,1337,2488,1242,1246,173,48,125
95,114,12,8,4,14,9,5,18,11,7,23,15,8,40,19,21
95,120,15,8,7,32,16,16,8,6,2,8,7,1,17,10,7
95,153,48,38,10,101,10,91,105,24,81,639,347,292,1787,982,805
95,199,2073,1022,1051,954,443,511,527,435,92,1739,899,840,1219,572,647
95,218,1120,480,640,1133,382,751,17411,8631,8780,19864,9991,9873,6170,2694,3476
95,26,6,5,1,5,4,1,84,27,57,5,2,3,17,6,11
95,52,273,112,161,422,141,281,39,36,3,41,37,4,7,0,7
95,83,323,218,105,344,211,133,117,10,107,117,10,107,82,60,22
95,104,2177,168,2009,2177,169,2008,3918,1364,2554,3917,1364,2553,344,171,173
95,127,1,0,1,9,3,6,12,3,9,107,36,71,34,17,17
95,163,73,25,48,79,27,52,94,31,63,43,13,30,34,1,33
95,182,1183,410,773,505,149,356,25,22,3,42,15,27,42,17,25
95,188,56,17,39,55,19,36,54,28,26,160,74,86,71,24,47
95,193,183,81,102,515,230,285,1584,631,953,4904,2547,2357,1524,517,1007
95,204,5,2,3,5,2,3,1,1,0,2,1,1,6,3,3
95,12,1846,788,1058,1846,789,1057,9962,5382,4580,9961,5381,4580,6448,3036,3412
95,19,158,20,138,133,10,123,1115,540,575,1618,683,935,2357,1123,1234
95,74,433,123,310,433,124,309,4596,2793,1803,624,353,271,797,390,407
95,80,19034,11897,7137,19034,11898,7136,39049,15129,23920,39049,15129,23920,5756,2911,2845
95,119,1,1,0,2,2,0,19,4,15,21,4,17,18,9,9
95,121,31,6,25,33,6,27,292,97,195,297,98,199,377,136,241
95,145,119,3,116,292,67,225,505,180,325,2785,1346,1439,4360,2057,2303
95,200,94,25,69,86,12,74,1763,585,1178,2015,79,1936,2611,1805,806
95,53,37,18,19,38,19,19,1,1,0,7,2,5,7,2,5
95,62,6,3,3,5,2,3,21,11,10,21,11,10,1,1,0
95,50,17,8,9,7,3,4,19,10,9,36,20,16,3,1,2
95,133,33,5,28,38,3,35,11,6,5,29,10,19,140,83,57
95,157,32,13,19,27,10,17,14,11,3,16,12,4,9,5,4
95,8,794,369,425,793,367,426,448,184,264,449,184,265,3,1,2
95,24,6,2,4,7,2,5,7,3,4,7,3,4,4,2,2
95,28,1208,468,740,1209,469,740,661,267,394,692,283,409,309,148,161
95,42,87,53,34,88,53,35,61,12,49,61,11,50,129,49,80
95,46,14,7,7,15,7,8,12,6,6,10,7,3,9,6,3
95,63,9,3,6,9,4,5,16,8,8,43,15,28,67,25,42
95,160,5,3,2,7,3,4,9,4,5,4,2,2,4,2,2
95,225,12,6,6,18,9,9,45,24,21,46,23,23,58,23,35
95,37,2849,1500,1349,1617,897,720,6547,2968,3579,3923,1630,2293,4675,2295,2380
95,220,11187,5061,6126,7133,2946,4187,7417,3403,4014,6379,3810,2569,551,383,168
95,11,492,458,34,2559,1750,809,1770,1280,490,1500,1010,490,285,6,279
95,147,98,47,51,573,263,310,237,114,123,121,58,63,101,48,53
95,137,0,0,0,0,0,0,0,0,0,45,30,15,2,2,0
96,191,3,1,2,1,1,0,2,2,0,10,8,2,6,5,1
96,161,25,20,5,33,26,7,4,3,1,1,1,0,0,0,0
96,55,4,1,3,3,0,3,7,1,6,13,3,10,2,2,0
96,211,14,7,7,16,7,9,1,0,1,1,0,1,0,0,0
96,31,33,18,15,32,18,14,43,25,18,39,23,16,134,78,56
96,56,2,1,1,2,1,1,10,7,3,8,5,3,6,4,2
96,95,40,18,22,40,19,21,21,11,10,21,11,10,5,3,2
96,162,9,6,3,7,5,2,230,107,123,239,110,129,19,6,13
96,170,2,2,0,0,0,0,6,3,3,6,4,2,0,0,0
96,187,13,6,7,17,7,10,4,2,2,4,2,2,9,5,4
96,59,1485,772,713,1484,771,713,1420,659,761,1419,659,760,365,250,115
96,70,84,52,32,35,28,7,23,11,12,37,30,7,36,35,1
96,73,11,8,3,11,9,2,28,16,12,28,16,12,33,25,8
96,101,13,6,7,25,14,11,2,1,1,8,7,1,1,0,1
96,114,2,2,0,3,2,1,15,13,2,16,13,3,7,5,2
96,120,1,1,0,2,0,2,26,15,11,22,12,10,8,5,3
96,153,380,206,174,1179,592,587,124,48,76,1206,704,502,3412,1870,1542
96,199,518,254,264,239,110,129,346,182,164,852,421,431,726,360,366
96,218,528,183,345,545,190,355,176,97,79,313,167,146,244,98,146
96,83,8,6,2,9,6,3,12,7,5,11,7,4,3,2,1
96,104,86,21,65,86,21,65,24,7,17,24,7,17,4,2,2
96,163,11,5,6,13,6,7,2,1,1,6,3,3,3,0,3
96,193,89,37,52,187,84,103,268,137,131,361,195,166,79,1,78
96,12,13,7,6,13,7,6,16,5,11,15,5,10,27,13,14
96,19,1,1,0,4,2,2,35,19,16,33,14,19,44,17,27
96,74,13,1,12,13,1,12,78,27,51,71,57,14,29,10,19
96,80,131,41,90,130,40,90,121,92,29,121,92,29,60,31,29
96,119,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0
96,121,16,1,15,19,1,18,39,7,32,36,7,29,115,60,55
96,145,89,37,52,100,42,58,61,25,36,10,9,1,43,11,32
96,200,40,25,15,42,25,17,65,31,34,72,21,51,61,44,17
96,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,8,2,1,1,0,0,0,5,0,5,5,0,5,0,0,0
96,24,3,2,1,2,1,1,2,1,1,1,1,0,0,0,0
96,42,6,4,2,7,4,3,2,1,1,2,0,2,5,1,4
96,160,1,1,0,2,1,1,2,1,1,1,1,0,1,1,0
96,37,49,25,24,37,19,18,115,76,39,148,93,55,83,45,38
96,84,6,1,5,100,85,15,19,10,9,17,13,4,65,57,8
96,220,134,84,50,348,197,151,405,189,216,341,211,130,308,144,164
96,11,138,78,60,110,63,47,80,30,50,30,0,30,70,50,20
96,28,0,0,0,0,0,0,239,160,79,239,159,80,98,66,32
96,68,0,0,0,0,0,0,0,0,0,22,13,9,2,1,1
97,67,15,1,14,16,1,15,23,10,13,24,10,14,2,2,0
97,122,134,68,66,115,67,48,130,76,54,143,85,58,156,92,64
97,123,1321,867,454,100,58,42,121,69,52,43,25,18,29,15,14
97,131,968,919,49,1795,1514,281,1974,1627,347,2265,1911,354,1134,1012,122
97,140,510,350,160,330,214,116,177,123,54,184,146,38,90,51,39
97,183,375,301,74,375,301,74,1881,1260,621,1881,1259,622,701,671,30
97,192,0,0,0,0,0,0,0,0,0,1454,837,617,70,15,55
97,215,37,31,6,2806,1700,1106,25,22,3,25,23,2,25,18,7
97,219,1340,760,580,334,194,140,556,326,230,431,255,176,381,217,164
97,230,430,216,214,386,174,212,539,275,264,623,478,145,719,173,546
97,64,22,20,2,87,61,26,173,133,40,86,40,46,218,72,146
97,118,614,569,45,662,622,40,548,455,93,369,296,73,547,411,136
97,196,45,26,19,47,26,21,46,20,26,1001,513,488,119,61,58
97,27,408,217,191,657,352,305,2058,1090,968,2075,1099,976,2354,1216,1138
97,116,42,24,18,51,28,23,4,2,2,4,2,2,5,3,2
97,142,44,26,18,67,43,24,186,123,63,26,16,10,57,36,21
97,191,2602,1596,1006,5711,3109,2602,3284,1570,1714,11895,6260,5635,11402,6095,5307
97,81,36,17,19,54,15,39,206,136,70,18,7,11,131,84,47
97,117,18,17,1,20,17,3,196,16,180,166,160,6,42,40,2
97,184,10,10,0,10,10,0,9,7,2,3,3,0,2,2,0
97,202,251,38,213,268,81,187,248,136,112,236,111,125,9,7,2
97,43,982,545,437,982,545,437,740,703,37,739,703,36,1175,906,269
97,44,1400,686,714,1400,687,713,1364,308,1056,1404,328,1076,768,198,570
97,57,20,10,10,19,9,10,57,30,27,56,29,27,33,18,15
97,106,2476,1097,1379,4481,1970,2511,11154,5015,6139,1278,453,825,184,20,164
97,136,2,2,0,3,2,1,27,18,9,34,24,10,8,3,5
97,166,713,526,187,984,740,244,776,516,260,1810,1218,592,2585,1588,997
97,30,147,128,19,147,128,19,64,57,7,64,57,7,64,57,7
97,35,72,54,18,71,53,18,41,30,11,41,30,11,10,7,3
97,98,2646,1447,1199,2645,1447,1198,3938,2390,1548,4353,2370,1983,830,537,293
97,124,25517,18519,6998,30382,20432,9950,18543,9987,8556,31736,18527,13209,5713,4804,909
97,141,3124,1888,1236,2931,2028,903,5358,2652,2706,2364,1008,1356,1111,481,630
97,161,569,315,254,1452,819,633,2753,1587,1166,3091,1726,1365,163,100,63
97,185,15630,10250,5380,18509,11966,6543,35715,16426,19289,40394,19052,21342,25725,12231,13494
97,203,2276,1194,1082,3447,1772,1675,741,218,523,527,194,333,448,72,376
97,226,234,140,94,583,378,205,210,143,67,471,263,208,324,184,140
97,16,4736,3932,804,4736,3932,804,4876,4068,808,4875,4068,807,1869,1612,257
97,23,3644,3026,618,3643,3025,618,7128,5847,1281,7127,5846,1281,2349,1924,425
97,125,5467,2679,2788,5009,3085,1924,2346,1837,509,5575,4485,1090,3094,2933,161
97,144,146208,30390,115818,28016,20021,7995,29639,408,29231,54020,19364,34656,13444,4780,8664
97,155,471369,258292,213077,283850,155303,128547,93182,50935,42247,45070,24631,20439,22169,12119,10050
97,194,3823,3286,537,3888,2595,1293,7119,2891,4228,13970,7872,6098,175,122,53
97,15,14094,9150,4944,14305,9063,5242,68177,53177,15000,102834,79268,23566,42720,31275,11445
97,55,283,156,127,283,156,127,580,332,248,1104,655,449,128,87,41
97,100,36,2,34,49,30,19,73,51,22,12,7,5,31,16,15
97,103,1298,508,790,277,121,156,168,63,105,55,24,31,576,227,349
97,107,1701,1560,141,1701,1563,138,4619,4187,432,4427,3993,434,7082,6476,606
97,111,42806,25464,17342,86287,65934,20353,67183,55593,11590,188337,145470,42867,387574,249165,138409
97,115,771,695,76,771,696,75,50,29,21,50,28,22,1440,866,574
97,154,130433,101040,29393,50894,41526,9368,39530,38828,702,99795,91962,7833,304426,267928,36498
97,165,237,220,17,206,107,99,190635,155813,34822,347510,303056,44454,104663,95468,9195
97,180,23241,15103,8138,49283,36873,12410,237557,182560,54997,362686,274266,88420,315145,187685,127460
97,211,178,110,68,181,112,69,14,5,9,15,5,10,7,0,7
97,217,209559,152471,57088,247995,179681,68314,371145,292251,78894,1626809,1285938,340871,585535,446332,139203
97,18,13,10,3,13,10,3,2,2,0,2,2,0,2,2,0
97,31,14,14,0,14,14,0,8,4,4,4,1,3,42,28,14
97,56,30,22,8,29,21,8,428,323,105,383,297,86,572,383,189
97,95,111,78,33,112,78,34,178,120,58,178,120,58,61,55,6
97,162,64,46,18,54,40,14,276,178,98,295,188,107,32,18,14
97,169,0,0,0,0,0,0,0,0,0,0,0,0,67,41,26
97,170,2170,226,1944,2097,43,2054,623,401,222,693,496,197,107,73,34
97,187,38,27,11,52,37,15,12,9,3,13,10,3,27,20,7
97,216,150,92,58,95,49,46,377,301,76,183,146,37,12,11,1
97,59,894,340,554,893,339,554,1965,1148,817,1965,1148,817,1286,608,678
97,68,14,9,5,14,10,4,29,26,3,29,27,2,8,6,2
97,70,10,3,7,14,6,8,18,5,13,2,0,2,6,4,2
97,73,219,134,85,218,134,84,1577,978,599,1577,978,599,2256,1169,1087
97,96,43,19,24,43,20,23,65,31,34,65,32,33,25,17,8
97,101,1905,896,1009,3364,1702,1662,7802,4260,3542,5527,2235,3292,416,78,338
97,114,19,15,4,20,15,5,19,17,2,15,14,1,17,14,3
97,153,497,149,348,509,108,401,731,305,426,2382,1402,980,3727,2148,1579
97,199,1629,617,1012,751,260,491,2483,1775,708,4270,2890,1380,4561,2424,2137
97,218,22758,10067,12691,29860,12951,16909,97206,54149,43057,141929,78968,62961,85324,38158,47166
97,52,0,0,0,0,0,0,34,21,13,33,20,13,0,0,0
97,83,1468,1117,351,1510,1188,322,1696,969,727,1696,970,726,299,261,38
97,104,19848,11123,8725,19848,11123,8725,46636,30093,16543,46635,30093,16542,1883,930,953
97,127,22,16,6,42,32,10,34,25,9,33,8,25,62,46,16
97,163,2245,1202,1043,2416,1300,1116,755,567,188,466,108,358,672,255,417
97,182,193,84,109,83,33,50,4,4,0,6,3,3,7,3,4
97,188,11,8,3,13,9,4,11,8,3,44,31,13,53,40,13
97,193,937,533,404,3126,1753,1373,10136,7866,2270,16879,11974,4905,5820,3781,2039
97,12,958,617,341,958,617,341,1107,559,548,1106,558,548,1969,1171,798
97,19,485,237,248,400,190,210,1520,998,522,2070,1183,887,3446,2179,1267
97,74,835,182,653,834,181,653,13632,7881,5751,3925,306,3619,3630,1600,2030
97,80,1293,113,1180,1293,113,1180,16003,8433,7570,16002,8433,7569,2275,1386,889
97,119,0,0,0,0,0,0,11,7,4,12,6,6,3,2,1
97,121,10,5,5,7,4,3,23,6,17,20,4,16,68,39,29
97,145,1400,681,719,1709,835,874,1385,591,794,5332,3304,2028,5347,3051,2296
97,200,2624,1657,967,2661,1690,971,1657,619,1038,1935,157,1778,2844,2069,775
97,7,17,9,8,16,8,8,5,2,3,4,2,2,5,3,2
97,10,59,39,20,59,39,20,81,54,27,76,50,26,16,10,6
97,14,34,20,14,35,21,14,162,91,71,161,90,71,46,24,22
97,17,40,24,16,41,25,16,42,29,13,39,27,12,22,11,11
97,25,13,5,8,13,5,8,2,1,1,32,11,21,1,1,0
97,29,4,2,2,3,1,2,4,2,2,4,2,2,4,2,2
97,38,50,26,24,50,26,24,195,168,27,195,168,27,7,5,2
97,61,3,2,1,2,1,1,4,3,1,5,2,3,4,2,2
97,62,32,14,18,32,15,17,130,61,69,131,62,69,5,4,1
97,86,27,12,15,26,11,15,30,13,17,30,13,17,7,2,5
97,105,251,178,73,251,178,73,30,16,14,31,16,15,25,16,9
97,164,5,3,2,7,3,4,24,11,13,33,16,17,2,1,1
97,174,16,10,6,25,15,10,15,10,5,7,5,2,6,4,2
97,186,0,0,0,0,0,0,411,400,11,390,376,14,33,18,15
97,209,71,36,35,77,8,69,45,25,20,261,166,95,33,26,7
97,20,9,4,5,9,5,4,27,14,13,26,13,13,51,27,24
97,50,4,2,2,11,7,4,15,10,5,27,17,10,2,1,1
97,65,4,3,1,4,2,2,1,1,0,0,0,0,0,0,0
97,133,219,109,110,236,119,117,100,79,21,180,126,54,317,235,82
97,148,2,2,0,5,2,3,7,2,5,1,1,0,1,1,0
97,157,264,149,115,374,210,164,783,520,263,921,620,301,665,412,253
97,8,5,1,4,5,1,4,54,24,30,54,23,31,0,0,0
97,24,16,9,7,18,11,7,13,1,12,14,2,12,15,10,5
97,28,33,14,19,32,13,19,66,64,2,62,56,6,178,115,63
97,42,133,94,39,133,95,38,102,47,55,102,47,55,216,131,85
97,46,7,1,6,6,0,6,2,1,1,20,10,10,10,6,4
97,63,10,7,3,9,6,3,17,12,5,45,30,15,71,48,23
97,160,18,12,6,22,13,9,26,16,10,14,9,5,15,10,5
97,225,3,1,2,5,3,2,11,6,5,12,6,6,14,6,8
97,22,64,36,28,63,36,27,120,46,74,119,45,74,7,4,3
97,37,73395,35020,38375,79103,37809,41294,105717,55840,49877,131237,69019,62218,65377,32587,32790
97,220,271322,144814,126508,300824,161575,139249,328474,178183,150291,345031,171173,173858,273229,141400,131829
97,11,8369,4383,3986,12413,7226,5187,58260,35020,23240,180550,110190,70360,60472,22828,37644
97,147,3167,1375,1792,7870,3277,4593,21119,10237,10882,14625,7043,7582,13727,6593,7134
97,72,69,8,61,82,21,61,123,9,114,86,54,32,37,26,11
97,158,27,16,11,62,26,36,4,2,2,28,20,8,4,3,1
97,76,3,2,1,3,2,1,1,1,0,1,0,1,3,2,1
97,208,17,11,6,20,12,8,29,16,13,35,18,17,33,18,15
97,54,0,0,0,0,0,0,0,0,0,587,362,225,50,31,19
98,183,112,110,2,112,110,2,80,65,15,82,66,16,16,13,3
98,2,223,132,91,223,133,90,591,439,152,591,440,151,28,21,7
98,64,244,153,91,382,260,122,401,342,59,199,131,68,504,288,216
98,118,2635,2093,542,2749,2215,534,1343,1161,182,996,855,141,1477,1210,267
98,142,6,1,5,7,3,4,26,10,16,4,1,3,8,3,5
98,191,449,143,306,237,64,173,99,46,53,360,182,178,345,178,167
98,43,3657,1713,1944,3657,1712,1945,3452,3203,249,3451,3203,248,5208,3353,1855
98,44,10466,1419,9047,10465,1418,9047,16583,3192,13391,16789,3148,13641,11672,4444,7228
98,57,59,35,24,59,36,23,161,42,119,160,41,119,130,39,91
98,106,3428,1539,1889,12295,5553,6742,4134,1757,2377,1414,501,913,2459,1004,1455
98,166,8056,6436,1620,10642,8604,2038,2038,879,1159,7061,7052,9,7814,7365,449
98,30,1227,257,970,1227,257,970,129,53,76,129,53,76,129,53,76
98,35,80,62,18,79,61,18,46,35,11,46,35,11,11,8,3
98,124,168713,88086,80627,212957,111886,101071,141268,89657,51611,248696,162182,86514,46089,39471,6618
98,161,222,129,93,995,393,602,818,414,404,640,361,279,51,27,24
98,185,12721,3675,9046,16036,4579,11457,40813,13444,27369,45889,15104,30785,26258,8748,17510
98,203,50,20,30,54,25,29,31,23,8,57,51,6,41,40,1
98,205,408,159,249,444,167,277,329,184,145,1003,419,584,75,25,50
98,226,1404,793,611,3465,2106,1359,215,207,8,650,273,377,1349,770,579
98,16,13425,11061,2364,13424,11061,2363,25907,22742,3165,25907,22743,3164,8572,7677,895
98,97,392,182,210,392,181,211,76,33,43,76,32,44,30,13,17
98,155,97,55,42,59,33,26,20,11,9,16,13,3,13,4,9
98,194,37,29,8,39,17,22,78,6,72,160,57,103,7,5,2
98,15,1489,129,1360,1512,81,1431,5707,1700,4007,8986,2826,6160,1332,664,668
98,55,18,1,17,18,1,17,36,3,33,70,10,60,8,3,5
98,107,6232,15,6217,6226,67,6159,5616,2254,3362,5221,1838,3383,12483,4228,8255
98,111,4130,1001,3129,9083,3402,5681,9759,1403,8356,22942,5719,17223,30204,3260,26944
98,115,2827,602,2225,2827,603,2224,1247,562,685,1248,562,686,2908,1197,1711
98,154,8123,556,7567,4546,1587,2959,2613,800,1813,5823,2084,3739,44404,11599,32805
98,165,22428,17835,4593,2956,2657,299,68950,61914,7036,16540,15222,1318,5023,1797,3226
98,180,15786,11639,4147,17873,12867,5006,157332,120948,36384,244953,185922,59031,223084,127718,95366
98,211,61,21,40,63,21,42,5,0,5,7,1,6,6,2,4
98,217,21873,7252,14621,25814,8537,17277,27336,5120,22216,145997,57854,88143,7306,4560,2746
98,31,5,2,3,5,2,3,6,3,3,6,3,3,14,5,9
98,56,11,8,3,10,7,3,41,13,28,35,13,22,35,1,34
98,95,22,11,11,22,11,11,35,16,19,35,16,19,30,6,24
98,162,9,6,3,7,5,2,34,32,2,37,34,3,4,3,1
98,170,59,9,50,57,2,55,60,48,12,63,50,13,3,2,1
98,187,7,4,3,10,5,5,3,2,1,2,1,1,6,3,3
98,59,106,40,66,105,40,65,237,94,143,236,94,142,48,6,42
98,70,0,0,0,1,0,1,3,0,3,3,1,2,4,0,4
98,73,38,13,25,38,13,25,118,33,85,117,32,85,211,50,161
98,96,8,4,4,8,4,4,18,6,12,17,6,11,16,3,13
98,101,43,14,29,81,31,50,11,6,5,24,15,9,3,0,3
98,114,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
98,153,36,4,32,110,45,65,289,125,164,394,119,275,276,92,184
98,199,238,121,117,110,53,57,302,68,234,272,57,215,227,69,158
98,218,2749,1004,1745,2812,1024,1788,1047,210,837,1662,480,1182,1136,308,828
98,52,0,0,0,0,0,0,14,5,9,13,5,8,0,0,0
98,83,30,23,7,34,21,13,97,21,76,97,21,76,22,16,6
98,104,531,103,428,530,102,428,966,229,737,965,228,737,87,43,44
98,127,3,1,2,4,3,1,4,1,3,3,1,2,5,3,2
98,163,31,16,15,35,18,17,76,5,71,56,4,52,28,3,25
98,182,21,13,8,9,5,4,0,0,0,0,0,0,1,0,1
98,188,2,2,0,3,1,2,6,2,4,14,6,8,18,2,16
98,193,87,43,44,381,168,213,18,12,6,910,655,255,90,60,30
98,12,86,37,49,86,37,49,99,20,79,98,19,79,176,61,115
98,19,109,27,82,106,36,70,262,43,219,238,60,178,273,80,193
98,74,125,5,120,124,4,120,181,20,161,330,128,202,374,117,257
98,80,1194,93,1101,1195,94,1101,4076,1144,2932,4075,1144,2931,654,265,389
98,145,13133,7577,5556,6905,4930,1975,10857,5825,5032,14794,7444,7350,8869,4156,4713
98,200,179,120,59,188,127,61,276,36,240,520,95,425,544,353,191
98,14,1,1,0,1,1,0,12,4,8,12,4,8,3,1,2
98,25,64,34,30,64,33,31,12,7,5,160,76,84,5,4,1
98,186,0,0,0,0,0,0,28,17,11,29,17,12,3,2,1
98,50,3,2,1,3,2,1,4,2,2,8,4,4,1,1,0
98,88,3,1,2,3,1,2,5,3,2,5,4,1,5,3,2
98,133,19,3,16,19,1,18,20,15,5,34,21,13,37,20,17
98,157,21,16,5,27,20,7,8,7,1,12,11,1,20,16,4
98,8,1,0,1,1,0,1,12,3,9,12,3,9,0,0,0
98,24,2,0,2,1,0,1,3,2,1,3,2,1,1,0,1
98,42,17,9,8,17,9,8,16,4,12,16,4,12,34,13,21
98,46,2,1,1,2,1,1,4,2,2,9,5,4,6,4,2
98,63,3,2,1,2,1,1,5,4,1,12,6,6,20,12,8
98,160,3,1,2,5,2,3,6,2,4,3,2,1,3,2,1
98,225,1,0,1,0,0,0,2,1,1,3,1,2,3,0,3
98,37,1425,671,754,1633,772,861,1683,786,897,2406,1150,1256,1698,810,888
98,220,10871,5757,5114,13294,7089,6205,8499,4573,3926,9493,4168,5325,6190,1176,5014
98,11,6549,2840,3709,13019,5396,7623,2670,520,2150,10860,3420,7440,12866,6355,6511
98,147,617,281,336,1048,421,627,723,348,375,384,182,202,309,145,164
98,146,130,74,56,130,74,56,71,45,26,71,45,26,62,39,23
98,158,291,233,58,1833,1036,797,4207,2270,1937,1449,721,728,125,108,17
98,189,0,0,0,4,4,0,26,16,10,27,14,13,5,2,3
98,76,1,0,1,2,1,1,2,1,1,0,0,0,1,0,1
98,28,0,0,0,0,0,0,361,168,193,361,168,193,147,68,79
98,68,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0
98,54,0,0,0,0,0,0,0,0,0,168,81,87,14,7,7
99,64,16,7,9,7,3,4,21,15,6,10,4,6,26,6,20
99,118,43,4,39,41,2,39,50,40,10,32,25,7,46,33,13
99,142,2,1,1,2,2,0,9,5,4,2,1,1,3,1,2
99,191,256,80,176,133,34,99,58,26,32,203,103,100,158,82,76
99,89,9,9,0,5,4,1,61,38,23,75,48,27,23,16,7
99,202,340,43,297,268,31,237,234,140,94,218,95,123,17,14,3
99,212,1765,797,968,899,421,478,91,1,90,246,69,177,54,14,40
99,106,7527,3576,3951,2597,1357,1240,1601,769,832,275,97,178,849,397,452
99,161,309,100,209,454,167,287,217,94,123,181,87,94,9,5,4
99,203,9,5,4,12,6,6,5,2,3,3,2,1,4,2,2
99,97,482,289,193,483,289,194,158,75,83,159,75,84,63,30,33
99,155,1048,561,487,120,65,55,559,301,258,36,22,14,44,25,19
99,194,11,9,2,13,9,4,26,13,13,52,33,19,1,1,0
99,9,588,475,113,963,569,394,3794,1576,2218,1239,470,769,2561,1168,1393
99,13,256,111,145,16,1,15,94,79,15,148,68,80,74,34,40
99,55,124,72,52,124,72,52,254,153,101,483,299,184,56,40,16
99,100,29977,15795,14182,9337,5844,3493,25206,11702,13504,1114,643,471,3162,468,2694
99,103,3435,1341,2094,566,225,341,836,392,444,218,145,73,1590,641,949
99,107,14,6,8,14,6,8,51,36,15,48,33,15,114,77,37
99,211,10628,5791,4837,239,170,69,970,486,484,331,138,193,1604,778,826
99,229,0,0,0,0,0,0,0,0,0,10,6,4,3,2,1
99,18,13,9,4,13,10,3,2,2,0,2,2,0,2,2,0
99,31,29,19,10,28,18,10,53,39,14,44,32,12,30,18,12
99,56,23,17,6,23,17,6,119,83,36,101,73,28,145,76,69
99,95,205,138,67,206,138,68,327,212,115,327,212,115,76,22,54
99,162,29,22,7,24,18,6,44,29,15,51,32,19,8,4,4
99,169,28,25,3,24,24,0,86,62,24,41,40,1,257,211,46
99,170,411,72,339,400,16,384,221,142,79,266,172,94,38,22,16
99,187,29,21,8,42,31,11,11,8,3,11,9,2,23,18,5
99,216,84,53,31,53,29,24,211,171,40,103,83,20,7,7,0
